date,min,max
2019-10-14,-11.932,10.433
2019-10-15,-11.844,10.902
2019-10-16,-11.834,10.623
2019-10-17,-11.69,10.512
2019-10-18,-11.001,9.396
2019-10-19,-10.486,7.651
2019-10-20,-9.757,6.234
2019-10-21,-8.753,5.85
2019-10-22,-8.51,5.837
2019-10-23,-8.297,8.228
2019-10-24,-9.734,8.917
2019-10-25,-12.034,9.718
2019-10-26,-13.99,11.135
2019-10-27,-15.007,12.923
2019-10-28,-15.344,13.386
2019-10-29,-15.515,13.028
2019-10-30,-15.551,12.224
2019-10-31,-15.082,10.358
2019-11-01,-13.724,8.796
2019-11-02,-12.064,7.149
2019-11-03,-10.24,5.889
2019-11-04,-8.363,5.305
2019-11-05,-7.392,5.246
2019-11-06,-6.739,5.997
2019-11-07,-6.788,6.982
2019-11-08,-8.576,7.812
2019-11-09,-10.469,8.458
2019-11-10,-11.982,8.816
2019-11-11,-12.247,10.187
2019-11-12,-12.956,10.548
2019-11-13,-12.723,10.823
2019-11-14,-12.556,11.332
2019-11-15,-12.743,10.65
2019-11-16,-12.011,10.089
2019-11-17,-11.519,8.422
2019-11-18,-10.906,7.395
2019-11-19,-10.571,6.759
2019-11-20,-8.291,8.274
2019-11-21,-7.963,8.842
2019-11-22,-8.776,10.066
2019-11-23,-11.552,11.037
2019-11-24,-14.501,11.352
2019-11-25,-15.833,11.368
2019-11-26,-16.398,11.608
2019-11-27,-15.322,12.178
2019-11-28,-15.194,11.811
2019-11-29,-14.285,10.715
2019-11-30,-13.166,9.364
2019-12-01,-12.057,8.52
2019-12-02,-9.462,7.3
2019-12-03,-8.455,6.499
2019-12-04,-7.051,5.994
2019-12-05,-5.771,5.965
2019-12-06,-6.634,6.542
2019-12-07,-7.218,7.68
2019-12-08,-10.036,8.13
2019-12-09,-10.436,9.577
2019-12-10,-12.218,10.381
2019-12-11,-12.631,10.863
2019-12-12,-13.136,11.66
2019-12-13,-13.707,11.729
2019-12-14,-13.753,11.198
2019-12-15,-13.927,10.21
2019-12-16,-12.552,9.528
2019-12-17,-11.765,9.272
2019-12-18,-10.22,9.373
2019-12-19,-8.642,9.154
2019-12-20,-7.92,9.281
2019-12-21,-9.902,9.429
2019-12-22,-11.516,9.961
2019-12-23,-12.218,11.381
2019-12-24,-13.386,11.765
2019-12-25,-13.796,11.171
2019-12-26,-14.498,11.414
2019-12-27,-14.098,10.581
2019-12-28,-13.619,10.919
2019-12-29,-12.835,9.997
2019-12-30,-11.099,9.774
2019-12-31,-10.154,9.249
2020-01-01,-8.261,7.484
2020-01-02,-7.405,6.946
2020-01-03,-6.014,6.053
2020-01-04,-6.411,6.739
2020-01-05,-8.356,6.319
2020-01-06,-10.331,6.749
2020-01-07,-11.919,7.49
2020-01-08,-13.537,8.635
2020-01-09,-14.416,9.432
2020-01-10,-15.469,10.443
2020-01-11,-16.437,10.906
2020-01-12,-16.434,10.909
2020-01-13,-16.109,10.505
2020-01-14,-15.807,9.688
2020-01-15,-14.747,9.239
2020-01-16,-13.068,8.917
2020-01-17,-10.397,8.937
2020-01-18,-9.652,8.593
2020-01-19,-10.299,9.029
2020-01-20,-11.017,9.213
2020-01-21,-12.142,9.327
2020-01-22,-13.537,9.564
2020-01-23,-13.976,10.361
2020-01-24,-14.14,10.787
2020-01-25,-14.19,10.456
2020-01-26,-14.17,10.42
2020-01-27,-13.737,10.22
2020-01-28,-12.287,10.102
2020-01-29,-11.161,10.381
2020-01-30,-9.304,9.268
2020-01-31,-7.536,8.153
2020-02-01,-6.778,6.926
2020-02-02,-7.411,5.784
2020-02-03,-7.156,6.381
2020-02-04,-8.714,6.759
2020-02-05,-10.446,7.556
2020-02-06,-12.707,8.412
2020-02-07,-14.275,10.164
2020-02-08,-15.466,11.955
2020-02-09,-16.578,11.795
2020-02-10,-16.512,11.355
2020-02-11,-17.208,11.181
2020-02-12,-16.037,11.381
2020-02-13,-14.242,11.532
2020-02-14,-12.441,10.082
2020-02-15,-10.797,9.295
2020-02-16,-10.479,7.703
2020-02-17,-9.81,6.854
2020-02-18,-10.308,7.11
2020-02-19,-11.007,7.94
2020-02-20,-11.204,9.114
2020-02-21,-12.746,9.514
2020-02-22,-13.993,9.236
2020-02-23,-14.131,9.291
2020-02-24,-14.16,8.743
2020-02-25,-14.177,9.203
2020-02-26,-12.7,9.711
2020-02-27,-11.053,9.777
2020-02-28,-10.085,8.747
2020-02-29,-9.449,7.953
2020-03-01,-7.986,7.717
2020-03-02,-8.274,6.549
2020-03-03,-8.235,4.967
2020-03-04,-9.649,4.4
2020-03-05,-11.26,5.367
2020-03-06,-12.762,6.969
2020-03-07,-14.255,9.304
2020-03-08,-15.092,11.302
2020-03-09,-15.689,12.372
2020-03-10,-16.184,12.08
2020-03-11,-16.224,12.415
2020-03-12,-16.096,11.909
2020-03-13,-15.778,11.119
2020-03-14,-14.436,9.888
2020-03-15,-12.628,8.376
2020-03-16,-11.24,6.198
2020-03-17,-9.862,4.685
2020-03-18,-10.518,5.157
2020-03-19,-10.702,5.627
2020-03-20,-12.218,6.555
2020-03-21,-12.625,7.51
2020-03-22,-13.474,7.726
2020-03-23,-13.022,8.343
2020-03-24,-12.497,8.963
2020-03-25,-11.929,9.498
2020-03-26,-12.303,9.629
2020-03-27,-12.205,9.249
2020-03-28,-12.054,9.026
2020-03-29,-11.289,7.605
2020-03-30,-10.472,7.014
2020-03-31,-9.78,5.604
2020-04-01,-9.344,3.944
2020-04-02,-9.383,3.947
2020-04-03,-10.719,5.03
2020-04-04,-12.257,6.401
2020-04-05,-13.684,8.527
2020-04-06,-14.774,9.908
2020-04-07,-15.187,11.066
2020-04-08,-15.21,12.267
2020-04-09,-16.929,12.723
2020-04-10,-17.018,12.438
2020-04-11,-16.004,11.293
2020-04-12,-14.255,10.049
2020-04-13,-12.306,8.363
2020-04-14,-10.643,5.489
2020-04-15,-9.199,4.957
2020-04-16,-9.111,5.312
2020-04-17,-9.452,5.607
2020-04-18,-10.039,6.322
2020-04-19,-10.246,7.27
2020-04-20,-10.256,8.143
2020-04-21,-11.106,8.77
2020-04-22,-12.244,9.334
2020-04-23,-13.015,9.547
2020-04-24,-13.192,9.56
2020-04-25,-12.933,9.619
2020-04-26,-12.52,9.452
2020-04-27,-11.778,8.839
2020-04-28,-10.965,7.795
2020-04-29,-9.948,6.522
2020-04-30,-8.845,5.85
2020-05-01,-9.108,5.876
2020-05-02,-9.354,6.204
2020-05-03,-10.269,7.352
2020-05-04,-11.535,9.016
2020-05-05,-12.887,10.348
2020-05-06,-14.856,11.647
2020-05-07,-15.948,12.464
2020-05-08,-16.24,12.746
2020-05-09,-16.319,11.837
2020-05-10,-15.23,11.28
2020-05-11,-13.655,9.275
2020-05-12,-12.178,6.86
2020-05-13,-4.793,4.17
2020-05-14,-8.944,3.455
2020-05-15,-7.349,5.545
2020-05-16,-7.651,5.958
2020-05-17,4.065,5.217
2020-05-18,,
2020-05-19,-7.546,2.612
2020-05-20,-11.552,7.818
2020-05-21,-1.342,5.322
2020-05-22,,
2020-05-23,,
2020-05-24,-13.848,8.038
2020-05-25,-13.766,8.077
2020-05-26,-13.455,7.146
2020-05-27,-6.086,-3.064
2020-05-28,-11.421,6.69
2020-05-29,-10.253,6.781
2020-05-30,-9.137,6.673
2020-05-31,-8.816,7.89
2020-06-01,,
2020-06-02,,
2020-06-03,,
2020-06-04,,
2020-06-05,,
2020-06-06,,
2020-06-07,,
2020-06-08,,
2020-06-09,,
2020-06-10,,
2020-06-11,,
2020-06-12,,
2020-06-13,,
2020-06-14,,
2020-06-15,,
2020-06-16,,
2020-06-17,,
2020-06-18,,
2020-06-19,,
2020-06-20,,
2020-06-21,,
2020-06-22,,
2020-06-23,,
2020-06-24,,
2020-06-25,,
2020-06-26,,
2020-06-27,,
2020-06-28,,
2020-06-29,,
2020-06-30,-8.002,7.618
2020-07-01,-12.51,8.543
2020-07-02,-13.783,9.226
2020-07-03,-14.6,9.964
2020-07-04,-15.23,10.499
2020-07-05,-15.302,10.889
2020-07-06,-15.256,10.577
2020-07-07,-14.757,9.472
2020-07-08,-13.763,9.357
2020-07-09,-12.241,8.504
2020-07-10,-10.417,7.805
2020-07-11,-8.494,7.188
2020-07-12,-6.48,6.345
2020-07-13,-6.355,6.138
2020-07-14,-6.749,5.932
2020-07-15,-7.694,5.797
2020-07-16,-8.894,6.129
2020-07-17,-10.522,6.755
2020-07-18,-11.985,7.72
2020-07-19,-13.451,8.635
2020-07-20,-14.108,10.026
2020-07-21,-14.846,10.548
2020-07-22,-15.046,10.748
2020-07-23,-14.806,10.666
2020-07-24,-13.858,10.207
2020-07-25,-12.493,9.898
2020-07-26,-10.748,9.455
2020-07-27,-9.783,8.717
2020-07-28,-9.997,8.031
2020-07-29,-10.594,7.792
2020-07-30,-11.227,8.064
2020-07-31,-12.448,8.232
2020-08-01,-13.235,9.032
2020-08-02,-13.737,9.957
2020-08-03,-14.131,10.522
2020-08-04,-14.144,10.564
2020-08-05,-13.471,10.449
2020-08-06,-12.359,9.905
2020-08-07,-11.355,9.206
2020-08-08,-10.18,8.356
2020-08-09,-8.133,7.707
2020-08-10,-7.579,6.598
2020-08-11,-6.916,5.676
2020-08-12,-6.778,4.875
2020-08-13,-7.385,4.639
2020-08-14,-8.468,4.754
2020-08-15,-10.043,5.768
2020-08-16,-11.788,7.119
2020-08-17,-13.136,8.766
2020-08-18,-14.416,10.318
2020-08-19,-15.184,11.211
2020-08-20,-15.197,11.886
2020-08-21,-14.659,12.083
2020-08-22,-13.638,11.975
2020-08-23,-12.093,11.335
2020-08-24,-11.621,10.22
2020-08-25,-10.768,8.711
2020-08-26,-9.954,7.303
2020-08-27,-9.633,6.631
2020-08-28,-9.97,6.713
2020-08-29,-10.955,7.382
2020-08-30,-11.68,9.167
2020-08-31,-11.529,10.072
2020-09-01,-12.776,10.384
2020-09-02,-12.877,10.292
2020-09-03,-12.438,10.125
2020-09-04,-12.215,9.469
2020-09-05,-11.391,8.976
2020-09-06,-10.696,8.658
2020-09-07,-9.823,7.881
2020-09-08,-8.957,6.572
2020-09-09,-8.294,5.095
2020-09-10,-8.005,3.917
2020-09-11,-7.713,3.573
2020-09-12,-8.215,4.157
2020-09-13,-9.646,5.614
2020-09-14,-11.509,7.169
2020-09-15,-13.012,8.376
2020-09-16,-14.222,10.075
2020-09-17,-13.907,12.503
2020-09-18,-14.019,13.261
2020-09-19,-13.832,13.274
2020-09-20,-14.446,4.78
2020-09-21,,
2020-09-22,,
2020-09-23,,
2020-09-24,-2.454,6.188
2020-09-25,-8.297,5.712
2020-09-26,-8.373,5.738
2020-09-27,-4.304,3.937
2020-09-28,-9.928,8.537
2020-09-29,-11.27,7.74
2020-09-30,-9.551,2.001
2020-10-01,,
2020-10-02,,
2020-10-03,,
2020-10-04,,
2020-10-05,,
2020-10-06,,
2020-10-07,,
2020-10-08,,
2020-10-09,,
2020-10-10,,
2020-10-11,,
2020-10-12,,
2020-10-13,,
2020-10-14,,
2020-10-15,-13.894,-4.14
2020-10-16,-15.558,11.844
2020-10-17,-16.148,12.871
2020-10-18,-15.732,13.186
2020-10-19,-16.122,12.408
2020-10-20,-15.84,10.151
2020-10-21,-14.642,8.432
2020-10-22,-12.52,6.362
2020-10-23,-10.305,5.636
2020-10-24,-9.088,5.509
2020-10-25,-8.376,6.03
2020-10-26,-7.402,7.52
2020-10-27,-9.081,7.799
2020-10-28,-10.476,8.373
2020-10-29,-11.46,9.003
2020-10-30,-12.451,9.035
2020-10-31,-13.081,9.488
2020-11-01,-13.839,8.52
2020-11-02,-13.32,9.577
2020-11-03,-12.907,9.199
2020-11-04,-12.333,7.776
2020-11-05,-12.224,6.827
2020-11-06,-11.168,5.548
2020-11-07,-10.413,4.623
2020-11-08,-8.953,5.764
2020-11-09,-9.134,6.007
2020-11-10,-9.111,6.706
2020-11-11,-9.646,9.416
2020-11-12,-12.014,10.791
2020-11-13,-14.242,12.149
2020-11-14,-15.761,13.077
2020-11-15,-16.745,13.061
2020-11-16,-16.781,12.684
2020-11-17,-16.857,11.877
2020-11-18,-16.056,10.673
2020-11-19,-14.61,8.589
2020-11-20,-12.976,7.411
2020-11-21,-10.486,6.67
2020-11-22,-8.153,7.218
2020-11-23,-6.565,6.719
2020-11-24,-7.185,7.467
2020-11-25,-7.559,8.524
2020-11-26,-10.39,8.468
2020-11-27,-10.755,9.4
2020-11-28,-11.076,9.934
2020-11-29,-12.254,10.167
2020-11-30,-12.218,10.007
2020-12-01,-11.873,10.732
2020-12-02,-12.267,10.213
2020-12-03,-12.694,8.898
2020-12-04,-12.864,8.077
2020-12-05,-12.005,7.277
2020-12-06,-10.407,7.595
2020-12-07,-8.835,7.93
2020-12-08,-7.887,8.291
2020-12-09,-8.264,8.146
2020-12-10,-10.876,8.976
2020-12-11,-13.084,9.8
2020-12-12,-14.288,11.135
2020-12-13,-15.092,12.536
2020-12-14,-15.873,13.238
2020-12-15,-15.751,12.031
2020-12-16,-15.686,12.198
2020-12-17,-15.446,11.191
2020-12-18,-13.415,10.466
2020-12-19,-12.484,9.285
2020-12-20,-10.377,8.497
2020-12-21,-8.875,7.365
2020-12-22,-6.309,7.651
2020-12-23,-6.201,7.684
2020-12-24,-7.7,6.857
2020-12-25,-8.862,7.267
2020-12-26,-10.564,8.297
2020-12-27,-11.624,8.432
2020-12-28,-12.526,9.521
2020-12-29,-13.015,9.833
2020-12-30,-13.852,10.02
2020-12-31,-13.921,10.033
2021-01-01,-14.075,10.338
2021-01-02,-13.159,10.161
2021-01-03,-12.493,9.665
2021-01-04,-11.808,9.167
2021-01-05,-9.908,9.321
2021-01-06,-7.802,9.37
2021-01-07,-8.018,9.373
2021-01-08,-10.059,9.81
2021-01-09,-11.476,9.967
2021-01-10,-11.601,11.457
2021-01-11,-13.186,12.116
2021-01-12,-14.216,13.009
2021-01-13,-15.213,12.31
2021-01-14,-14.987,12.339
2021-01-15,-13.766,11.601
2021-01-16,-14.075,10.354
2021-01-17,-11.765,9.997
2021-01-18,-10.873,9.364
2021-01-19,-7.927,8.251
2021-01-20,-7.283,6.936
2021-01-21,-6.752,6.227
2021-01-22,-7.523,5.545
2021-01-23,-8.094,5.758
2021-01-24,-10.367,5.702
2021-01-25,-11.43,6.699
2021-01-26,-13.031,7.516
2021-01-27,-13.911,9.026
2021-01-28,-13.947,10.243
2021-01-29,-14.236,11.411
2021-01-30,-14.268,10.863
2021-01-31,-15.095,10.344
2021-02-01,-14.514,10.256
2021-02-02,-13.241,10.312
2021-02-03,-11.388,10.151
2021-02-04,-9.869,8.98
2021-02-05,-10.558,8.018
2021-02-06,-11.693,6.781
2021-02-07,-12.746,7.106
2021-02-08,-13.612,7.867
2021-02-09,-14.738,8.986
2021-02-10,-15.276,9.77
2021-02-11,-14.885,11.089
2021-02-12,-15.033,10.84
2021-02-13,-15.079,10.554
2021-02-14,-13.917,10.387
2021-02-15,-12.694,10.046
2021-02-16,-11.335,9.35
2021-02-17,-9.747,8.278
2021-02-18,-7.661,7.805
2021-02-19,-7.201,5.627
2021-02-20,-6.565,5.279
2021-02-21,-7.385,4.803
2021-02-22,-9.908,4.636
2021-02-23,-11.647,5.328
2021-02-24,-12.149,7.776
2021-02-25,-14.537,8.655
2021-02-26,-15.105,10.125
2021-02-27,-15.02,11.45
2021-02-28,-14.777,11.06
2021-03-01,-15.154,11.972
2021-03-02,-13.967,12.09
2021-03-03,-13.202,11.781
2021-03-04,-12.507,10.751
2021-03-05,-11.388,9.285
2021-03-06,-10.61,7.552
2021-03-07,-11.142,5.787
2021-03-08,-11.44,5.686
2021-03-09,-12.552,6.781
2021-03-10,-13.333,8.301
2021-03-11,-13.97,8.717
2021-03-12,-14.544,9.501
2021-03-13,-13.629,9.751
2021-03-14,-13.173,10.151
2021-03-15,-12.503,10.499
2021-03-16,-11.883,9.859
2021-03-17,-11.342,9.229
2021-03-18,-10.581,8.363
2021-03-19,-9.678,7.352
2021-03-20,-8.488,5.617
2021-03-21,-7.779,4.386
2021-03-22,-7.641,3.757
2021-03-23,-9.009,3.832
2021-03-24,-10.827,5.341
2021-03-25,-12.257,6.699
2021-03-26,-13.599,8.36
2021-03-27,-14.774,9.616
2021-03-28,-15.164,10.666
2021-03-29,-14.993,11.637
2021-03-30,-15.551,12.49
2021-03-31,-15.755,12.53
2021-04-01,-15.243,11.585
2021-04-02,-14.009,10.115
2021-04-03,-12.343,8.205
2021-04-04,-10.482,6.506
2021-04-05,-10.863,4.934
2021-04-06,-10.633,4.416
2021-04-07,-11.368,6.467
2021-04-08,-13.054,7.26
2021-04-09,-12.674,7.657
2021-04-10,-12.592,8.425
2021-04-11,-12.943,8.855
2021-04-12,-12.749,9.567
2021-04-13,-13.159,9.826
2021-04-14,-12.556,9.475
2021-04-15,-12.89,8.691
2021-04-16,-12.562,7.612
2021-04-17,-11.594,6.43
2021-04-18,-10.308,5.135
2021-04-19,-8.835,4.016
2021-04-20,-8.757,4.049
2021-04-21,-8.848,4.255
2021-04-22,-9.872,5.164
2021-04-23,-11.306,6.427
2021-04-24,-12.398,8.018
2021-04-25,-12.887,9.695
2021-04-26,-14.701,11.381
2021-04-27,-15.81,12.795
2021-04-28,-16.388,13.156
2021-04-29,-16.007,12.966
2021-04-30,-15.463,11.686
2021-05-01,-14.285,9.993
2021-05-02,-12.421,7.769
2021-05-03,-10.243,6.289
2021-05-04,-9.37,5.899
2021-05-05,-9.085,6.181
2021-05-06,-8.819,6.824
2021-05-07,-9.265,7.523
2021-05-08,-10.413,8.13
2021-05-09,-11.585,8.504
2021-05-10,-12.484,8.825
2021-05-11,-12.802,9.022
2021-05-12,-13.264,8.888
2021-05-13,-13.268,8.747
2021-05-14,-12.625,8.747
2021-05-15,-11.988,8.13
2021-05-16,-11.588,7.024
2021-05-17,-10.81,5.81
2021-05-18,-9.839,5.062
2021-05-19,-8.957,5.315
2021-05-20,-8.153,6.007
2021-05-21,-8.665,6.243
2021-05-22,-9.787,7.27
2021-05-23,-11.693,8.399
2021-05-24,-14.131,9.974
2021-05-25,-15.604,11.391
2021-05-26,-16.358,12.51
2021-05-27,-16.398,12.841
2021-05-28,-16.148,12.746
2021-05-29,-15.253,11.719
2021-05-30,-13.944,9.865
2021-05-31,-11.923,8.255
2021-06-01,-10.177,7.431
2021-06-02,-8.225,7.349
2021-06-03,-7.011,7.215
2021-06-04,-6.831,7.293
2021-06-05,-8.327,7.267
2021-06-06,-9.911,7.31
2021-06-07,-10.945,7.7
2021-06-08,-11.834,7.995
2021-06-09,-12.32,8.327
2021-06-10,-12.913,8.428
2021-06-11,-13.32,8.415
2021-06-12,-13.153,8.52
2021-06-13,-12.746,8.317
2021-06-14,-12.339,7.48
2021-06-15,-11.575,6.821
2021-06-16,-10.804,6.473
2021-06-17,-9.642,6.683
2021-06-18,-8.491,7.224
2021-06-19,-7.881,7.871
2021-06-20,-9.787,8.009
2021-06-21,-11.713,9.19
2021-06-22,-13.625,10.098
2021-06-23,-14.56,11.227
2021-06-24,-15.279,12.195
2021-06-25,-16.04,12.201
2021-06-26,-16.106,11.755
2021-06-27,-15.712,10.755
2021-06-28,-14.455,9.633
2021-06-29,-12.956,8.212
2021-06-30,-10.846,7.618
2021-07-01,-8.579,7.054
2021-07-02,-6.87,6.263
2021-07-03,-7.749,6.079
2021-07-04,-8.72,5.833
2021-07-05,-9.603,5.951
2021-07-06,-10.289,6.394
2021-07-07,-11.407,7.198
2021-07-08,-12.32,7.674
2021-07-09,-12.946,8.31
2021-07-10,-13.543,8.675
2021-07-11,-13.383,9.111
2021-07-12,-13.143,9.386
2021-07-13,-13.074,8.986
2021-07-14,-12.405,8.445
2021-07-15,-11.565,8.235
2021-07-16,-9.928,8.064
2021-07-17,-8.76,7.972
2021-07-18,-9.495,8.081
2021-07-19,-10.548,8.255
2021-07-20,-11.883,8.576
2021-07-21,-13.091,9.255
2021-07-22,-14.295,10.135
2021-07-23,-14.951,10.801
2021-07-24,-15.574,11.604
2021-07-25,-15.479,11.614
2021-07-26,-14.859,11.112
2021-07-27,-13.799,10.072
2021-07-28,-11.955,9.222
2021-07-29,-10.256,8.189
2021-07-30,-8.36,7.152
2021-07-31,-7.74,5.883
2021-08-01,-7.467,5.039
2021-08-02,-7.539,4.879
2021-08-03,-8.127,4.997
2021-08-04,-9.265,5.354
2021-08-05,-10.587,6.201
2021-08-06,-11.801,7.195
2021-08-07,-12.828,8.199
2021-08-08,-13.606,9.278
2021-08-09,-13.671,10.344
2021-08-10,-13.606,10.472
2021-08-11,-13.593,10.276
2021-08-12,-12.392,10.39
2021-08-13,-11.171,9.925
2021-08-14,-10.587,9.226
2021-08-15,-10.315,8.205
2021-08-16,-10.243,7.582
2021-08-17,-10.341,7.267
2021-08-18,-11.217,7.385
2021-08-19,-12.785,7.733
2021-08-20,-14.006,9.016
2021-08-21,-15.213,9.797
2021-08-22,-15.197,10.791
2021-08-23,-14.531,11.296
2021-08-24,-13.763,11.083
2021-08-25,-12.428,10.597
2021-08-26,-10.925,9.875
2021-08-27,-9.856,8.166
2021-08-28,-9.58,7.224
2021-08-29,-8.471,5.564
2021-08-30,-7.566,4.295
2021-08-31,-6.841,3.73
2021-09-01,-6.89,4.206
2021-09-02,-7.657,5.571
2021-09-03,-9.364,6.434
2021-09-04,-10.984,7.756
2021-09-05,-12.356,9.032
2021-09-06,-13.547,9.783
2021-09-07,-13.901,10.636
2021-09-08,-13.737,11.457
2021-09-09,-13.012,12.123
2021-09-10,-12.346,12.073
2021-09-11,-12.392,10.974
2021-09-12,-12.07,10.213
2021-09-13,-10.157,8.438
2021-09-14,-9.544,6.509
2021-09-15,-9.465,5.778
2021-09-16,-10.259,6.424
2021-09-17,-10.151,8.274
2021-09-18,-12.165,9.485
2021-09-19,-12.835,10.295
2021-09-20,-12.736,11.188
2021-09-21,-12.726,11.132
2021-09-22,-12.228,10.738
2021-09-23,-12.234,11.257
2021-09-24,-11.509,9.652
2021-09-25,-11.194,8.556
2021-09-26,-10.105,7.228
2021-09-27,-8.914,6.027
2021-09-28,-7.398,4.327
2021-09-29,-6.335,3.967
2021-09-30,-5.873,4.715
2021-10-01,-6.549,5.758
2021-10-02,-8.734,6.601
2021-10-03,-10.656,7.789
2021-10-04,-12.32,9.288
2021-10-05,-12.743,10.784
2021-10-06,-13.415,12.333
2021-10-07,-14.344,12.904
2021-10-08,-14.209,13.671
2021-10-09,-13.94,12.323
2021-10-10,-14.524,10.83
2021-10-11,-13.455,9.183
2021-10-12,-10.804,7.743
2021-10-13,-9.403,6.594
2021-10-14,-8.842,6.673
2021-10-15,-9.383,7.034
2021-10-16,-10.459,8.13
2021-10-17,-10.604,9.163
2021-10-18,-10.476,10.561
2021-10-19,-11.24,11.65
2021-10-20,-12.031,11.542
2021-10-21,-11.913,11.512
2021-10-22,-11.45,11.25
2021-10-23,-11.394,10.236
2021-10-24,-10.656,9.193
2021-10-25,-10.118,8.304
2021-10-26,-8.862,6.624
2021-10-27,-8.291,5.377
2021-10-28,-7.461,4.583
2021-10-29,-6.444,5.256
2021-10-30,-5.594,7.09
2021-10-31,-6.598,7.795
2021-11-01,-8.74,8.809
2021-11-02,-10.974,10.505
2021-11-03,-13.002,12.375
2021-11-04,-14.633,13.442
2021-11-05,-15.545,13.75
2021-11-06,-15.64,13.356
2021-11-07,-15.928,12.536
2021-11-08,-15.233,11.211
2021-11-09,-13.681,9.262
2021-11-10,-11.923,7.595
2021-11-11,-10.397,7.169
2021-11-12,-8.593,7.418
2021-11-13,-8.435,7.49
2021-11-14,-8.77,8.31
2021-11-15,-10.276,9.016
2021-11-16,-11.572,9.341
2021-11-17,-12.605,9.495
2021-11-18,-13.264,9.731
2021-11-19,-13.645,9.239
2021-11-20,-12.526,9.314
2021-11-21,-12.372,9.278
2021-11-22,-12.457,8.517
2021-11-23,-11.913,7.598
2021-11-24,-11.171,6.946
2021-11-25,-9.541,6.529
2021-11-26,-9.058,5.509
2021-11-27,-8.087,6.047
2021-11-28,-7.398,6.309
2021-11-29,-7.884,6.821
2021-11-30,-9.403,9.856
2021-12-01,-12.828,10.236
2021-12-02,-15.207,10.906
2021-12-03,-16.585,11.886
2021-12-04,-17.47,12.365
2021-12-05,-16.135,12.69
2021-12-06,-16.142,12.605
2021-12-07,-15.909,10.449
2021-12-08,-15.007,9.593
2021-12-09,-13.14,8.376
2021-12-10,-10.207,8.776
2021-12-11,-9.032,7.457
2021-12-12,-7.969,7.087
2021-12-13,-9.39,7.454
2021-12-14,-10.325,7.772
2021-12-15,-11.755,7.602
2021-12-16,-12.349,8.205
2021-12-17,-13.225,8.629
2021-12-18,-14.101,8.57
2021-12-19,-14.094,8.435
2021-12-20,-13.681,8.711
2021-12-21,-13.75,8.196
2021-12-22,-13.668,8.123
2021-12-23,-13.179,7.497
2021-12-24,-12.628,6.739
2021-12-25,-11.257,6.742
2021-12-26,-9.856,6.923
2021-12-27,-8.435,6.946
2021-12-28,-9.14,7.503
2021-12-29,-11.709,8.35
2021-12-30,-13.222,9.337
2021-12-31,-14.216,11.056
2022-01-01,-16.952,10.866
2022-01-02,-18.323,10.886
2022-01-03,-17.467,12.09
2022-01-04,-17.47,11.447
2022-01-05,-17.051,10.509
2022-01-06,-15.951,9.954
2022-01-07,-14.331,9.698
2022-01-08,-11.991,8.934
2022-01-09,-9.222,8.343
2022-01-10,-6.893,8.074
2022-01-11,-7.743,7.717
2022-01-12,-8.904,6.988
2022-01-13,-9.222,7.09
2022-01-14,-11.01,7.936
2022-01-15,-11.962,8.133
2022-01-16,-13.314,8.33
2022-01-17,-13.957,8.809
2022-01-18,-14.108,9.403
2022-01-19,-14.068,10.322
2022-01-20,-13.399,9.311
2022-01-21,-13.366,9.573
2022-01-22,-11.952,9.685
2022-01-23,-11.158,9.055
2022-01-24,-9.409,8.957
2022-01-25,-9.534,8.366
2022-01-26,-10.233,7.388
2022-01-27,-10.253,7.835
2022-01-28,-12.126,8.648
2022-01-29,-13.488,9.665
2022-01-30,-15.571,10.479
2022-01-31,-16.775,10.866
2022-02-01,-16.483,11.316
2022-02-02,-16.293,11.781
2022-02-03,-16.339,11.683
2022-02-04,-14.334,11.663
2022-02-05,-13.583,10.663
2022-02-06,-10.44,10.341
2022-02-07,-8.363,8.97
2022-02-08,-6.798,7.713
2022-02-09,-7.146,6.155
2022-02-10,-8.901,4.249
2022-02-11,-9.058,4.656
2022-02-12,-10.761,5.397
2022-02-13,-12.224,6.339
2022-02-14,-13.396,7.313
2022-02-15,-14.295,8.386
2022-02-16,-14.429,9.846
2022-02-17,-14.072,9.806
2022-02-18,-14.114,10.007
2022-02-19,-13.819,9.777
2022-02-20,-13.753,9.459
2022-02-21,-12.74,9.167
2022-02-22,-11.204,8.986
2022-02-23,-10.741,8.081
2022-02-24,-10.174,7.283
2022-02-25,-9.636,7.149
2022-02-26,-11.191,7.388
2022-02-27,-13.068,8.264
2022-02-28,-14.423,9.724
2022-03-01,-15.331,10.682
2022-03-02,-15.512,11.23
2022-03-03,-14.987,11.158
2022-03-04,-14.977,11.654
2022-03-05,-13.865,11.109
2022-03-06,-12.812,9.839
2022-03-07,-12.139,8.468
2022-03-08,-10.63,6.985
2022-03-09,-8.707,5.968
2022-03-10,-6.916,4.472
2022-03-11,-6.886,3.704
2022-03-12,-7.497,4.216
2022-03-13,-8.753,4.911
2022-03-14,-10.082,6.119
2022-03-15,-11.588,7.628
2022-03-16,-12.08,9.075
2022-03-17,-13.077,10.066
2022-03-18,-12.523,11.198
2022-03-19,-12.359,11.463
2022-03-20,-13.235,11.939
2022-03-21,-13.734,11.611
2022-03-22,-12.543,11.306
2022-03-23,-11.745,10.535
2022-03-24,-10.738,8.422
2022-03-25,-9.291,7.369
2022-03-26,-9.954,5.738
2022-03-27,-10.482,6.414
