date,min,max
2017-05-23,-12.306,9.685
2017-05-24,-14.327,10.846
2017-05-25,-15.696,11.9
2017-05-26,-16.539,12.516
2017-05-27,-16.841,12.349
2017-05-28,-16.247,11.926
2017-05-29,-15.049,10.804
2017-05-30,-13.789,8.99
2017-05-31,-11.608,8.074
2017-06-01,-9.386,7.792
2017-06-02,-7.841,7.418
2017-06-03,-7.343,7.52
2017-06-04,-8.691,7.546
2017-06-05,-9.76,7.822
2017-06-06,-10.541,8.53
2017-06-07,-11.575,9.783
2017-06-08,-11.913,9.19
2017-06-09,-12.467,9.281
2017-06-10,-12.74,9.495
2017-06-11,-12.795,9.193
2017-06-12,-12.513,8.701
2017-06-13,-12.165,7.93
2017-06-14,-11.325,7.444
2017-06-15,-10.085,7.438
2017-06-16,-8.753,7.218
2017-06-17,-7.904,7.021
2017-06-18,-7.493,7.556
2017-06-19,-8.576,7.812
2017-06-20,-10.322,8.747
2017-06-21,-12.907,9.259
2017-06-22,-14.708,10.384
2017-06-23,-16.043,11.293
2017-06-24,-16.575,12.021
2017-06-25,-16.316,12.52
2017-06-26,-15.948,11.995
2017-06-27,-14.984,11.033
2017-06-28,-13.514,9.472
2017-06-29,-11.437,8.589
2017-06-30,-9.275,7.959
2017-07-01,-7.349,7.421
2017-07-02,-7.379,6.942
2017-07-03,-8.363,6.837
2017-07-04,-9.501,6.588
2017-07-05,-10.607,6.87
2017-07-06,-11.348,7.379
2017-07-07,-12.333,7.867
2017-07-08,-12.841,8.488
2017-07-09,-13.189,9.045
2017-07-10,-13.34,9.114
2017-07-11,-13.225,9.219
2017-07-12,-12.871,8.927
2017-07-13,-12.297,8.57
2017-07-14,-11.115,8.274
2017-07-15,-9.826,8.159
2017-07-16,-8.514,7.766
2017-07-17,-8.681,7.71
2017-07-18,-9.498,8.258
2017-07-19,-10.764,8.356
2017-07-20,-12.303,9.078
2017-07-21,-13.894,10.23
2017-07-22,-15.141,11.362
2017-07-23,-16.053,12.051
2017-07-24,-15.886,12.402
2017-07-25,-15.64,12.116
2017-07-26,-14.577,11.453
2017-07-27,-13.186,10.279
2017-07-28,-11.201,9.252
2017-07-29,-8.947,8.159
2017-07-30,-7.9,6.965
2017-07-31,-7.805,5.702
2017-08-01,-7.887,5.509
2017-08-02,-8.51,5.413
2017-08-03,-9.423,5.751
2017-08-04,-11.014,6.257
2017-08-05,-11.962,7.326
2017-08-06,-12.818,8.356
2017-08-07,-13.51,9.085
2017-08-08,-13.871,9.505
2017-08-09,-13.655,9.875
2017-08-10,-13.409,9.987
2017-08-11,-12.431,10.197
2017-08-12,-10.869,10.272
2017-08-13,-9.236,9.472
2017-08-14,-9.357,8.573
2017-08-15,-9.275,8.386
2017-08-16,-9.206,8.182
2017-08-17,-10.151,8.163
2017-08-18,-11.749,8.638
2017-08-19,-13.35,9.646
2017-08-20,-14.275,11.06
2017-08-21,-14.544,11.785
2017-08-22,-14.662,12.415
2017-08-23,-14.157,12.352
2017-08-24,-13.301,11.696
2017-08-25,-11.644,10.902
2017-08-26,-10.187,9.813
2017-08-27,-9.465,8.045
2017-08-28,-8.445,6.772
2017-08-29,-6.683,6.496
2017-08-30,-5.961,5.171
2017-08-31,-6.339,5.187
2017-09-01,-7.598,5.722
2017-09-02,-9.491,6.558
2017-09-03,-10.863,7.654
2017-09-04,-11.309,8.835
2017-09-05,-12.697,9.826
2017-09-06,-12.454,11.526
2017-09-07,-12.799,11.526
2017-09-08,-12.274,11.923
2017-09-09,-11.821,11.683
2017-09-10,-11.791,10.994
2017-09-11,-11.611,9.77
2017-09-12,-10.791,8.294
2017-09-13,-9.872,7.077
2017-09-14,-9.636,6.686
2017-09-15,-9.938,6.631
2017-09-16,-10.64,7.992
2017-09-17,-11.591,9.626
2017-09-18,-12.69,10.643
2017-09-19,-13.606,10.968
2017-09-20,-13.661,11.526
2017-09-21,-13.031,11.716
2017-09-22,-12.536,11.519
2017-09-23,-12.139,10.669
2017-09-24,-11.306,9.695
2017-09-25,-10.413,7.848
2017-09-26,-9.268,6.644
2017-09-27,-7.552,5.328
2017-09-28,-5.955,5.062
2017-09-29,-5.974,4.826
2017-09-30,-7.08,5.197
2017-10-01,-8.757,6.083
2017-10-02,-9.836,8.291
2017-10-03,-11.083,9.485
2017-10-04,-11.601,11.02
2017-10-05,-12.149,12.077
2017-10-06,-14.104,12.267
2017-10-07,-13.691,12.539
2017-10-08,-13.901,11.831
2017-10-09,-14.741,10.804
2017-10-10,-14.049,9.409
2017-10-11,-12.733,7.575
2017-10-12,-11.499,6.286
2017-10-13,-9.682,6.401
2017-10-14,-9.698,6.978
2017-10-15,-9.872,8.379
2017-10-16,-10.906,9.4
2017-10-17,-11.588,10.495
2017-10-18,-12.5,11.283
2017-10-19,-13.012,11.683
2017-10-20,-13.038,11.604
2017-10-21,-12.477,11.257
2017-10-22,-12.503,10.367
2017-10-23,-12.411,9.19
2017-10-24,-11.736,7.723
2017-10-25,-9.829,7.001
2017-10-26,-8.845,6.309
2017-10-27,-6.929,5.495
2017-10-28,-6.827,5.19
2017-10-29,-6.601,5.226
2017-10-30,-7.005,7.08
2017-10-31,-9.541,7.274
2017-11-01,-11.926,8.658
2017-11-02,-13.842,10.115
2017-11-03,-15.486,11.066
2017-11-04,-16.063,11.952
2017-11-05,-16.23,12.106
2017-11-06,-16.247,11.526
2017-11-07,-16.243,11.152
2017-11-08,-15.082,9.439
2017-11-09,-13.553,8.615
2017-11-10,-11.824,7.369
2017-11-11,-10.558,6.677
2017-11-12,-9.209,7.385
2017-11-13,-9.167,8.182
2017-11-14,-10.909,8.812
2017-11-15,-11.732,9.721
2017-11-16,-12.326,10.282
2017-11-17,-13.064,10.699
2017-11-18,-13.392,10.381
2017-11-19,-13.156,10.253
2017-11-20,-13.074,9.56
2017-11-21,-12.638,9.058
2017-11-22,-12.277,8.524
2017-11-23,-10.869,7.91
2017-11-24,-10.4,6.43
2017-11-25,-9.206,6.437
2017-11-26,-6.847,6.946
2017-11-27,-5.735,7.044
2017-11-28,-6.506,7.687
2017-11-29,-8.655,9.239
2017-11-30,-11.306,9.656
2017-12-01,-13.642,10.863
2017-12-02,-14.852,12.093
2017-12-03,-14.803,12.933
2017-12-04,-16.48,13.635
2017-12-05,-16.43,13.261
2017-12-06,-15.679,11.768
2017-12-07,-15.584,11.125
2017-12-08,-12.923,10.279
2017-12-09,-11.549,9.186
2017-12-10,-8.783,8.97
2017-12-11,-6.749,9.18
2017-12-12,-7.648,8.56
2017-12-13,-9.301,9.285
2017-12-14,-10.502,9.491
2017-12-15,-11.063,9.846
2017-12-16,-11.755,10.22
2017-12-17,-12.93,9.783
2017-12-18,-13.612,9.442
2017-12-19,-13.199,9.081
2017-12-20,-13.199,8.419
2017-12-21,-13.802,7.52
2017-12-22,-12.707,7.392
2017-12-23,-11.864,7.254
2017-12-24,-10.322,7.054
2017-12-25,-9.308,6.722
2017-12-26,-8.451,6.45
2017-12-27,-8.261,6.785
2017-12-28,-9.98,7.451
2017-12-29,-12.103,8.461
2017-12-30,-13.661,9.757
2017-12-31,-15.036,11.24
2018-01-01,-15.39,12.526
2018-01-02,-16.407,13.294
2018-01-03,-16.106,13.005
2018-01-04,-16.437,11.913
2018-01-05,-15.892,11.122
2018-01-06,-14.081,10.656
2018-01-07,-12.238,9.918
2018-01-08,-10.269,9.068
2018-01-09,-7.838,7.894
2018-01-10,-8.366,7.139
2018-01-11,-8.839,6.913
2018-01-12,-9.324,7.726
2018-01-13,-9.593,8.848
2018-01-14,-10.725,9.413
2018-01-15,-11.89,9.583
2018-01-16,-11.434,10.384
2018-01-17,-12.303,10.41
2018-01-18,-12.559,10.203
2018-01-19,-12.759,9.685
2018-01-20,-12.589,9.219
2018-01-21,-12.093,9.121
2018-01-22,-10.915,9.029
2018-01-23,-9.767,8.504
2018-01-24,-8.091,7.936
2018-01-25,-8.022,7.674
2018-01-26,-9.193,7.871
2018-01-27,-11.719,8.182
2018-01-28,-13.127,8.927
2018-01-29,-14.281,10.663
2018-01-30,-16.407,11.604
2018-01-31,-16.614,12.293
2018-02-01,-16.175,12.838
2018-02-02,-16.319,12.362
2018-02-03,-15.971,11.512
2018-02-04,-14.701,11.211
2018-02-05,-12.949,10.125
2018-02-06,-10.217,9.344
2018-02-07,-8.789,7.671
2018-02-08,-8.547,5.945
2018-02-09,-8.901,5.023
2018-02-10,-9.469,5.492
2018-02-11,-10.344,6.129
2018-02-12,-11.67,7.526
2018-02-13,-13.11,7.602
2018-02-14,-13.556,8.638
2018-02-15,-14.419,8.957
2018-02-16,-14.813,9.183
2018-02-17,-14.777,8.839
2018-02-18,-14.633,9.117
2018-02-19,-13.921,9.163
2018-02-20,-12.825,8.967
2018-02-21,-11.562,8.386
2018-02-22,-10.289,8.146
2018-02-23,-10.338,6.463
2018-02-24,-10.568,6.581
2018-02-25,-11.578,6.476
2018-02-26,-13.996,8.56
2018-02-27,-15.331,9.419
2018-02-28,-16.611,9.898
2018-03-01,-16.778,10.614
2018-03-02,-16.358,11.381
2018-03-03,-16.257,11.388
2018-03-04,-15.919,10.827
2018-03-05,-14.505,10.633
2018-03-06,-12.671,9.639
2018-03-07,-11.03,8.55
2018-03-08,-9.058,7.356
2018-03-09,-6.985,6.713
2018-03-10,-7.349,4.541
2018-03-11,-7.146,4.354
2018-03-12,-9.098,5.735
2018-03-13,-9.915,6.266
2018-03-14,-11.352,7.526
2018-03-15,-12.559,8.327
2018-03-16,-13.005,9.331
2018-03-17,-13.232,9.98
2018-03-18,-12.904,10.371
2018-03-19,-13.274,10.978
2018-03-20,-14.249,10.223
2018-03-21,-13.776,9.688
2018-03-22,-12.598,8.878
2018-03-23,-11.276,8.615
2018-03-24,-10.243,7.159
2018-03-25,-9.724,6.184
2018-03-26,-9.816,6.289
2018-03-27,-12.156,7.415
2018-03-28,-13.583,8.333
2018-03-29,-14.423,9.446
2018-03-30,-14.682,10.292
2018-03-31,-14.524,10.617
2018-04-01,-14.823,10.781
2018-04-02,-14.859,10.751
2018-04-03,-13.878,10.538
2018-04-04,-12.867,8.983
2018-04-05,-11.243,8.442
2018-04-06,-9.495,6.821
2018-04-07,-8.222,5.184
2018-04-08,-7.06,4.616
2018-04-09,-6.624,4.715
2018-04-10,-6.903,5.531
2018-04-11,-8.094,6.352
2018-04-12,-9.557,7.26
2018-04-13,-10.745,8.661
2018-04-14,-11.86,9.331
2018-04-15,-13.232,9.911
2018-04-16,-14.016,10.961
2018-04-17,-14.524,11.572
2018-04-18,-14.669,11.65
2018-04-19,-13.93,11.831
2018-04-20,-12.933,10.679
2018-04-21,-12.123,8.865
2018-04-22,-10.617,6.909
2018-04-23,-9.495,6.926
2018-04-24,-9.19,7.041
2018-04-25,-10.463,7.841
2018-04-26,-11.26,8.284
2018-04-27,-11.64,9.203
2018-04-28,-12.858,10.157
2018-04-29,-13.717,10.646
2018-04-30,-14.239,10.82
2018-05-01,-14.193,10.427
2018-05-02,-13.993,9.692
2018-05-03,-12.703,9.183
2018-05-04,-10.892,8.612
2018-05-05,-9.97,6.995
2018-05-06,-9.199,5.007
2018-05-07,-7.969,4.843
2018-05-08,-6.877,5.105
2018-05-09,-6.542,5.292
2018-05-10,-7.457,6.165
2018-05-11,-8.668,7.418
2018-05-12,-10.246,7.89
2018-05-13,-12.06,9.003
2018-05-14,-13.445,10.463
2018-05-15,-14.915,11.02
2018-05-16,-15.85,11.421
2018-05-17,-16.102,11.414
2018-05-18,-15.554,11.017
2018-05-19,-14.409,10.449
2018-05-20,-12.822,8.868
2018-05-21,-10.922,8.225
2018-05-22,-9.718,7.779
2018-05-23,-8.875,7.654
2018-05-24,-8.668,8.287
2018-05-25,-9.76,8.737
2018-05-26,-11.122,9.39
2018-05-27,-12.244,9.928
2018-05-28,-13.045,10.164
2018-05-29,-13.629,9.905
2018-05-30,-13.72,9.76
2018-05-31,-13.376,9.544
2018-06-01,-12.818,8.888
2018-06-02,-12.211,7.897
2018-06-03,-11.129,6.762
2018-06-04,-9.701,6.325
2018-06-05,-8.209,6.375
2018-06-06,-7.044,6.266
2018-06-07,-6.086,6.516
2018-06-08,-6.414,6.588
2018-06-09,-8.373,7.159
2018-06-10,-10.197,8.097
2018-06-11,-12.218,9.639
2018-06-12,-13.96,10.364
2018-06-13,-15.443,11.109
2018-06-14,-15.797,12.106
2018-06-15,-16.099,12.362
2018-06-16,-15.541,11.998
2018-06-17,-14.843,11.047
2018-06-18,-12.92,9.797
2018-06-19,-11.909,8.517
2018-06-20,-9.685,8.304
2018-06-21,-7.946,7.953
2018-06-22,-8.753,7.946
2018-06-23,-10.213,7.73
2018-06-24,-11.056,8.13
2018-06-25,-11.975,8.448
2018-06-26,-12.746,8.684
2018-06-27,-13.156,9.081
2018-06-28,-13.136,9.406
2018-06-29,-13.009,9.288
2018-06-30,-12.815,8.904
2018-07-01,-12.707,8.068
2018-07-02,-12.224,7.037
2018-07-03,-11.286,6.867
2018-07-04,-9.816,6.739
2018-07-05,-8.163,6.572
2018-07-06,-6.719,6.68
2018-07-07,-7.306,7.067
2018-07-08,-8.635,7.52
2018-07-09,-10.243,8.274
2018-07-10,-12.3,9.295
2018-07-11,-14.255,10.308
2018-07-12,-15.883,11.129
2018-07-13,-16.542,12.024
2018-07-14,-16.467,12.372
2018-07-15,-16.043,12.559
2018-07-16,-15.21,11.634
2018-07-17,-13.904,10.272
2018-07-18,-12.175,9.331
2018-07-19,-9.633,8.258
2018-07-20,-9.213,7.116
2018-07-21,-9.308,6.647
2018-07-22,-9.849,6.709
2018-07-23,-10.633,6.549
2018-07-24,-11.234,6.929
2018-07-25,-12.211,7.431
2018-07-26,-12.884,8.159
2018-07-27,-13.146,8.478
2018-07-28,-13.478,8.809
2018-07-29,-13.497,8.976
2018-07-30,-13.1,8.658
2018-07-31,-12.579,8.474
2018-08-01,-11.355,8.383
2018-08-02,-9.902,8.219
2018-08-03,-8.038,7.979
2018-08-04,-7.713,7.385
2018-08-05,-8.097,7.549
2018-08-06,-8.609,7.566
2018-08-07,-10.121,7.72
2018-08-08,-12.037,8.747
2018-08-09,-13.894,10.125
2018-08-10,-15.289,11.352
2018-08-11,-16.076,12.293
2018-08-12,-15.781,12.894
2018-08-13,-15.0,13.205
2018-08-14,-14.649,11.962
2018-08-15,-13.163,10.925
2018-08-16,-11.512,9.695
2018-08-17,-10.299,7.884
2018-08-18,-9.347,6.25
2018-08-19,-8.77,5.545
2018-08-20,-8.146,5.479
2018-08-21,-8.369,5.554
2018-08-22,-9.767,6.28
2018-08-23,-10.817,7.303
2018-08-24,-11.772,8.15
2018-08-25,-12.552,8.671
2018-08-26,-12.677,9.37
2018-08-27,-12.628,9.623
2018-08-28,-12.648,9.616
2018-08-29,-12.001,9.764
2018-08-30,-10.86,9.449
2018-08-31,-10.509,8.737
2018-09-01,-10.121,7.877
2018-09-02,-9.728,6.929
2018-09-03,-9.488,6.161
2018-09-04,-9.639,5.978
2018-09-05,-10.741,5.994
2018-09-06,-12.142,7.329
2018-09-07,-13.776,9.16
2018-09-08,-14.957,10.81
2018-09-09,-15.387,12.005
2018-09-10,-15.413,12.503
2018-09-11,-15.01,12.267
2018-09-12,-14.117,11.886
2018-09-13,-13.737,10.833
2018-09-14,-12.546,9.377
2018-09-15,-10.909,7.552
2018-09-16,-9.249,5.673
2018-09-17,-7.943,4.37
2018-09-18,-7.362,4.209
2018-09-19,-7.825,4.764
2018-09-20,-8.848,5.725
2018-09-21,-9.951,7.142
2018-09-22,-10.627,8.517
2018-09-23,-11.67,9.331
2018-09-24,-11.654,9.82
2018-09-25,-12.346,9.905
2018-09-26,-12.995,9.98
2018-09-27,-12.976,10.003
2018-09-28,-12.838,9.888
2018-09-29,-12.713,9.275
2018-09-30,-12.08,8.346
2018-10-01,-10.978,7.014
2018-10-02,-9.872,6.056
2018-10-03,-9.304,6.266
2018-10-04,-9.547,6.942
2018-10-05,-10.863,8.143
2018-10-06,-12.438,9.728
2018-10-07,-13.31,11.024
2018-10-08,-14.288,11.509
2018-10-09,-14.593,12.303
2018-10-10,-13.835,13.104
2018-10-11,-13.816,11.86
2018-10-12,-13.711,10.787
2018-10-13,-12.782,9.311
2018-10-14,-11.23,7.372
2018-10-15,-9.403,5.951
2018-10-16,-6.693,5.896
2018-10-17,-6.083,5.436
2018-10-18,-5.994,5.433
2018-10-19,-5.738,7.323
2018-10-20,-7.74,7.477
2018-10-21,-8.255,9.019
2018-10-22,-10.069,9.806
2018-10-23,-10.558,11.657
2018-10-24,-12.293,11.867
2018-10-25,-12.395,12.618
2018-10-26,-12.812,12.415
2018-10-27,-12.936,11.709
2018-10-28,-12.887,10.584
2018-10-29,-12.749,9.298
2018-10-30,-11.526,7.559
2018-10-31,-10.584,6.545
2018-11-01,-9.373,7.11
2018-11-02,-8.976,7.966
2018-11-03,-9.446,9.327
2018-11-04,-11.037,10.315
2018-11-05,-13.087,10.876
2018-11-06,-14.291,11.24
2018-11-07,-14.213,11.522
2018-11-08,-14.432,11.896
2018-11-09,-14.183,11.073
2018-11-10,-14.426,9.511
2018-11-11,-13.802,8.743
2018-11-12,-11.473,8.038
2018-11-13,-8.789,7.415
2018-11-14,-8.192,6.312
2018-11-15,-7.201,5.367
2018-11-16,-6.263,5.558
2018-11-17,-5.03,6.759
2018-11-18,-7.031,7.221
2018-11-19,-9.137,8.635
2018-11-20,-10.682,10.039
2018-11-21,-12.487,11.007
2018-11-22,-13.809,11.69
2018-11-23,-14.767,12.201
2018-11-24,-14.058,12.415
2018-11-25,-14.058,12.73
2018-11-26,-13.396,12.415
2018-11-27,-13.012,10.512
2018-11-28,-11.795,9.554
2018-11-29,-10.945,8.465
2018-11-30,-9.767,8.097
2018-12-01,-8.747,8.642
2018-12-02,-9.738,8.904
2018-12-03,-11.824,9.4
2018-12-04,-12.671,9.839
2018-12-05,-13.235,10.919
2018-12-06,-13.465,11.319
2018-12-07,-12.851,12.014
2018-12-08,-12.648,11.66
2018-12-09,-12.543,10.81
2018-12-10,-12.392,9.695
2018-12-11,-10.436,9.879
2018-12-12,-10.157,8.163
2018-12-13,-9.288,7.385
2018-12-14,-7.812,6.814
2018-12-15,-6.004,6.831
2018-12-16,-4.091,7.867
2018-12-17,-6.227,8.287
2018-12-18,-8.468,8.648
2018-12-19,-10.541,9.59
2018-12-20,-12.612,10.866
2018-12-21,-14.213,11.322
2018-12-22,-14.728,12.362
2018-12-23,-15.302,12.877
2018-12-24,-15.259,12.552
2018-12-25,-15.781,11.703
2018-12-26,-14.705,10.696
2018-12-27,-13.392,10.443
2018-12-28,-11.522,9.921
2018-12-29,-9.577,9.314
2018-12-30,-8.025,8.625
2018-12-31,-8.963,9.022
2019-01-01,-9.373,10.226
2019-01-02,-11.506,9.511
2019-01-03,-12.72,9.692
2019-01-04,-13.432,9.626
2019-01-05,-13.645,9.967
2019-01-06,-13.839,9.888
2019-01-07,-13.638,9.557
2019-01-08,-13.717,8.763
2019-01-09,-13.117,8.593
2019-01-10,-11.857,8.406
2019-01-11,-10.935,7.779
2019-01-12,-10.098,7.011
2019-01-13,-7.461,7.497
2019-01-14,-6.414,7.077
2019-01-15,-7.306,7.07
2019-01-16,-8.927,7.549
2019-01-17,-10.837,8.343
2019-01-18,-12.74,9.531
2019-01-19,-14.498,10.948
2019-01-20,-15.794,11.969
2019-01-21,-16.299,12.664
2019-01-22,-15.961,13.035
2019-01-23,-16.122,12.53
2019-01-24,-15.446,12.395
2019-01-25,-13.343,12.175
2019-01-26,-12.195,10.758
2019-01-27,-10.315,8.976
2019-01-28,-8.875,7.89
2019-01-29,-8.314,8.182
2019-01-30,-9.56,7.418
2019-01-31,-10.876,7.116
2019-02-01,-11.857,7.867
2019-02-02,-13.11,7.982
2019-02-03,-13.34,8.848
2019-02-04,-13.501,9.111
2019-02-05,-13.422,9.505
2019-02-06,-13.409,8.97
2019-02-07,-13.494,8.448
2019-02-08,-13.077,8.291
2019-02-09,-12.398,7.789
2019-02-10,-10.614,7.877
2019-02-11,-8.993,7.103
2019-02-12,-8.356,6.594
2019-02-13,-8.619,5.761
2019-02-14,-9.715,5.892
2019-02-15,-11.457,6.716
2019-02-16,-13.747,7.497
2019-02-17,-14.36,9.97
2019-02-18,-15.784,11.47
2019-02-19,-16.903,11.952
2019-02-20,-16.699,12.185
2019-02-21,-16.824,11.906
2019-02-22,-16.119,11.857
2019-02-23,-14.734,11.132
2019-02-24,-12.959,9.803
2019-02-25,-11.322,8.563
2019-02-26,-10.197,6.617
2019-02-27,-9.551,4.816
2019-02-28,-9.508,4.472
2019-03-01,-10.243,4.967
2019-03-02,-11.608,5.758
2019-03-03,-12.717,6.473
2019-03-04,-13.081,7.454
2019-03-05,-13.268,8.337
2019-03-06,-12.956,9.117
2019-03-07,-12.418,9.459
2019-03-08,-12.402,9.738
2019-03-09,-11.604,9.892
2019-03-10,-10.174,10.636
2019-03-11,-9.872,9.724
2019-03-12,-10.066,8.379
2019-03-13,-8.77,7.313
2019-03-14,-8.219,6.637
2019-03-15,-8.99,5.791
2019-03-16,-9.37,6.985
2019-03-17,-10.948,8.258
2019-03-18,-12.828,10.02
2019-03-19,-14.698,10.873
2019-03-20,-14.193,12.513
2019-03-21,-13.888,12.831
2019-03-22,-13.766,13.264
2019-03-23,-14.364,13.091
2019-03-24,-13.996,11.732
2019-03-25,-12.979,10.364
2019-03-26,-11.499,8.428
2019-03-27,-9.787,6.345
2019-03-28,-8.402,4.564
2019-03-29,-8.537,4.38
2019-03-30,-9.055,4.491
2019-03-31,-10.052,5.171
2019-04-01,-10.909,6.122
2019-04-02,-11.142,7.234
2019-04-03,-11.224,8.458
2019-04-04,-11.253,9.304
2019-04-05,-11.46,9.797
2019-04-06,-11.762,10.705
2019-04-07,-11.926,10.991
2019-04-08,-11.831,11.076
2019-04-09,-11.946,10.351
2019-04-10,-11.224,9.026
2019-04-11,-10.079,7.972
2019-04-12,-9.341,6.522
2019-04-13,-9.052,6.004
2019-04-14,-9.905,6.319
2019-04-15,-10.869,7.31
2019-04-16,-11.755,9.226
2019-04-17,-12.884,10.64
2019-04-18,-13.064,11.952
2019-04-19,-14.596,12.552
2019-04-20,-14.974,12.782
2019-04-21,-14.337,12.507
2019-04-22,-13.681,11.955
2019-04-23,-12.877,10.059
2019-04-24,-11.841,7.986
2019-04-25,-9.813,5.699
2019-04-26,-8.56,4.803
2019-04-27,-7.785,4.606
2019-04-28,-7.523,4.705
2019-04-29,-8.159,5.305
2019-04-30,-9.098,5.699
2019-05-01,-9.603,6.706
2019-05-02,-10.725,7.844
2019-05-03,-12.457,8.576
2019-05-04,-13.494,9.272
2019-05-05,-13.845,10.033
2019-05-06,-14.137,10.476
2019-05-07,-14.17,10.725
2019-05-08,-13.839,9.803
2019-05-09,-13.297,8.537
2019-05-10,-11.378,8.1
2019-05-11,-10.62,6.224
2019-05-12,-10.19,6.598
2019-05-13,-9.97,6.644
2019-05-14,-10.315,7.536
2019-05-15,-10.692,8.881
2019-05-16,-12.379,10.075
2019-05-17,-13.619,11.161
2019-05-18,-14.613,11.483
2019-05-19,-14.852,11.614
2019-05-20,-14.554,11.381
2019-05-21,-14.469,10.253
2019-05-22,-13.146,8.996
2019-05-23,-12.054,7.559
2019-05-24,-10.722,5.866
2019-05-25,-8.93,5.673
2019-05-26,-6.742,5.899
2019-05-27,-6.43,5.784
2019-05-28,-6.608,5.696
2019-05-29,-7.431,6.06
2019-05-30,-9.154,6.791
2019-05-31,-10.581,7.923
2019-06-01,-12.356,8.56
2019-06-02,-13.727,9.311
2019-06-03,-14.508,10.098
2019-06-04,-15.085,10.541
2019-06-05,-15.351,10.482
2019-06-06,-14.984,10.026
2019-06-07,-14.213,9.193
2019-06-08,-13.232,7.907
2019-06-09,-12.014,7.415
2019-06-10,-10.279,7.894
2019-06-11,-9.108,8.356
2019-06-12,-9.475,8.543
2019-06-13,-11.198,8.907
2019-06-14,-12.589,9.567
2019-06-15,-13.527,10.079
2019-06-16,-14.124,10.381
2019-06-17,-14.131,10.558
2019-06-18,-14.304,10.295
2019-06-19,-14.265,9.396
2019-06-20,-13.468,8.488
2019-06-21,-12.356,7.562
2019-06-22,-11.076,6.854
2019-06-23,-9.649,6.417
2019-06-24,-7.969,6.066
2019-06-25,-6.604,5.86
2019-06-26,-6.345,5.705
2019-06-27,-7.598,5.81
2019-06-28,-9.16,6.355
2019-06-29,-11.017,7.054
2019-06-30,-12.69,8.166
2019-07-01,-14.275,9.144
2019-07-02,-15.272,10.246
2019-07-03,-15.866,11.063
2019-07-04,-16.102,11.362
2019-07-05,-15.981,11.112
2019-07-06,-15.226,10.135
2019-07-07,-13.684,9.554
2019-07-08,-11.837,9.268
2019-07-09,-9.472,8.845
2019-07-10,-9.131,8.652
2019-07-11,-9.803,8.537
2019-07-12,-10.846,8.471
2019-07-13,-12.044,8.629
2019-07-14,-12.89,8.881
2019-07-15,-13.468,9.232
2019-07-16,-13.73,9.705
2019-07-17,-13.665,9.98
2019-07-18,-13.553,9.829
2019-07-19,-12.999,9.288
2019-07-20,-12.451,8.366
2019-07-21,-11.457,7.799
2019-07-22,-9.961,7.333
2019-07-23,-8.022,7.073
2019-07-24,-6.483,6.421
2019-07-25,-6.644,6.375
2019-07-26,-7.09,6.283
2019-07-27,-8.425,6.325
2019-07-28,-10.121,6.883
2019-07-29,-12.408,7.874
2019-07-30,-13.993,9.216
2019-07-31,-15.138,10.738
2019-08-01,-15.981,11.89
2019-08-02,-16.25,12.031
2019-08-03,-16.224,11.739
2019-08-04,-15.387,11.099
2019-08-05,-13.73,10.548
2019-08-06,-11.601,9.498
2019-08-07,-10.82,8.291
2019-08-08,-10.154,7.267
2019-08-09,-9.872,6.588
2019-08-10,-10.223,6.686
2019-08-11,-11.07,6.732
2019-08-12,-12.172,7.385
2019-08-13,-12.867,8.146
2019-08-14,-13.422,8.704
2019-08-15,-13.776,9.147
2019-08-16,-13.602,9.183
2019-08-17,-13.409,8.727
2019-08-18,-12.694,8.802
2019-08-19,-11.201,8.799
2019-08-20,-9.678,8.396
2019-08-21,-8.698,7.713
2019-08-22,-8.202,7.287
2019-08-23,-7.356,6.44
2019-08-24,-7.461,5.643
2019-08-25,-8.307,5.584
2019-08-26,-10.036,5.768
2019-08-27,-12.218,7.103
2019-08-28,-14.157,8.904
2019-08-29,-15.364,10.669
2019-08-30,-16.093,11.998
2019-08-31,-16.037,12.546
2019-09-01,-15.138,13.127
2019-09-02,-13.681,12.635
2019-09-03,-13.209,11.358
2019-09-04,-12.572,9.783
2019-09-05,-11.404,7.785
2019-09-06,-9.862,6.122
2019-09-07,-8.747,5.089
2019-09-08,-8.97,5.108
2019-09-09,-9.547,5.991
2019-09-10,-10.472,7.07
2019-09-11,-11.522,8.127
2019-09-12,-11.378,9.531
2019-09-13,-11.299,9.941
2019-09-14,-11.801,9.865
2019-09-15,-11.407,10.299
2019-09-16,-10.459,10.18
2019-09-17,-10.614,10.013
2019-09-18,-10.171,9.724
2019-09-19,-9.823,8.57
2019-09-20,-9.285,7.838
2019-09-21,-8.274,6.001
2019-09-22,-7.979,5.256
2019-09-23,-7.848,5.725
2019-09-24,-9.206,6.207
2019-09-25,-11.05,7.703
2019-09-26,-13.809,9.232
2019-09-27,-15.02,10.761
2019-09-28,-15.325,12.336
2019-09-29,-14.803,13.491
2019-09-30,-14.616,13.816
2019-10-01,-15.115,13.222
2019-10-02,-14.265,11.575
2019-10-03,-13.297,9.577
2019-10-04,-11.424,7.618
2019-10-05,-9.859,5.778
2019-10-06,-8.593,5.049
2019-10-07,-8.186,5.115
2019-10-08,-8.484,5.866
2019-10-09,-9.019,7.07
2019-10-10,-9.767,8.133
2019-10-11,-10.233,8.868
2019-10-12,-11.24,9.331
2019-10-13,-11.896,9.783
